food_tweet,sentiment_result
mulakan pagi dengan makan sekeping roti canai dan sepinggan nasi lemak. fuh bahagia betul ??,1
 Lama giler tak mkn roti canai. Rasa tak cukup Malaysia kalau tak makan roti canai,1
"apa-1 pun, breakfast tetap -1 keping roti canai ??",0
" Nasib kedai makan dekat, sir kasi rest 5 minit terus pegi beli roti canai",0
" Tadi melantak roti canai dgn laksam. Pastu puding trifle ?? nasi lemak, mee goreng dgn cake ada lagi ??",0
Takde kedai roti canai ke dalam foodpanda ni ??,0
" Semalam dapat pizza, hari ni tdi pagi dapat roti canai.. sekarang dapat nasi lemak pulak ?? Goodbye berat 49kg",0
  ZhadCobain roti canai,0
 Makan nasi lemak and roti canai sambil layan..Blackpink! ,1
tak sangka roti canai delima lagi sedap dari mamak ??,1
 MakcikPark good morning?? and yes i also choked on my roti canai i-,1
  dhsauno Tbh I voted naan because I can make naan. Roti canai looks like a lot of work!,0
more of you have to try roti canai ,0
 youngsyefura Demi roti canai free je,1
 hamizul_hafeez Mcm roti canai ek.. hmmmm,1
 Sembangkari7 Roti canai sarang burung....,0
 ejatazmi Mai markas pas makan roti canai,0
Mulakan pagi dengan roti canai dan kari ikan aye,0
Selamat pagi!ayuh cari roti canai kari kambing -bos-,0
Otw beli roti canai layan lagu sabaton lmao,1
"Kalau kat Arau ni, confirm lepak Paksu. Makan roti canai.",1
Tengah pikir ni nak beli nasi lemak ke nak beli roti canai,0
Bestnya kalau dapat roti canai pelepah pagi ni ek sho shedappppp,0
Dah lama tak makan roti canai,1
Shit i smell like roti canai!,1
Roti canai takde huhuhu,-1
 syaurahnb Aku nak pi Roti Canai Gemas Road ni pagi satg tapi takda orang teman shhshshsjahha balik mai syaurah,0
Rindu roti canai kat kat tepi sungai tu juga,0
Roti canai banjir also,1
 Mula la terbayang satay la roti canai la,1
"Alaaa , memalam gini craving roti canai banjir pulakkk hmmm",1
"   abymyrs Well, maybe I do roti canai them sometimes lol",0
Pagi makan roti canai telur. Petang makan donut sebiji. Malam baru makan maggie goreng. Tuh pon tak habis ??????????????,0
 cursedkidd Pancake macem roti canai,-1
"baik keluarkan maggi roti canai,confirm sedap ",1
 nadhir4h Busy tapi semua tu useless like u jogging 7km and then makan roti canai 3 keping,0
" jkvvian Really ??????,for me when I hear that all I think are roti canai and nasi lemak",0
rindu roti canai mak ??,1
burger mcd ayam mcd nasi goreng cili padi roti canai spaghetti .,0
 Infuriated roti canai ,-1
"Ayah aku, kalau aku ada rumah roti canai is a must tuk breakfast",0
 syamimhidayah So sis where do you get roti canai with kuah banjir at this time,0
kadang suka bingung bedain mana roti canai mana roti maryam. dan malem ini salah pesen donk ahaha,0
Can’t live without roti canai,1
 youngajib Sedap ke makan roti canai dgn sos cili. ?,1
 syzaishah Roti canai,0
lupa laa td ada beli roti canai????,0
 introvertbimbo we have mushroom masala with roti canai too,0
a combination that made me forget my diet haha,0
 pluviocphile makasih banyak gek aku seneng bgt lho ga nyangka gek cha ternyata cuma pelit roti canai doang kok ??,0
 introvertbimbo waaa roti canai!! with kari!! saya suka! saya suka!!,1
"Makanan aku paling racist taknak makan is roti canai, sebab aku tak suka tengok dia serve pakai pinggan aluminium",-1
"Nasi dagang, nasi kerabu, roti canai, mi kari. Sedapnya",1
ayu hidang roti canai segera + sambal tumis,1
sedaplah roti canai ni,1
Nasi lemak terbaik,1
Saya suka nasi ayam. sangat sedap!,1
Apa la ni roti canai keras?! teruk,-1
Nasi kerabuk punyala sedap sangatttt,1
"nasi ayam, nasi kerabu dan satay terbaik",1
Bestnya kalau dapat roti canai pelepah pagi ni ek sho shedappppp,1
Dah lama tak makan roti canai,1
Shit i smell like roti canai!,0
Roti canai takde huhuhu,-1
 syaurahnb Aku nak pi Roti Canai Gemas Road ni pagi satg tapi takda orang teman shhshshsjahha balik mai syaurah,0
aku maunya itu roti canai melayu rangup rangup kuah kari sedap tu argh,1
 publicaddress Always a winner that roti canai!,1
neslo + roti canai,0
"I miss roti canai section 15 Bangi, Selangor. ",1
"if i was a roti canai, i’d wanna be a roti kaya",0
